ssn,first_name,middle_name,last_name,gender,current_age,birth_date,street_address,suburb,postcode,state,phone,email,marital_status,current_timestamp,occupation,salary,credit_card_number,years_of_experience,employment_timestamp
c184643729,william,james,davis,m,35,5/3/1983, 22  smith  street ,coonamble,2829,nsw, 02  9846  6777 ,davis.william@aol.com,married,2018-7-31t05:33+00:00,ict-technician,112600.0,3056e1621ffc406745c228fc0c390a0e,16,2018-03-26t18:10+00:00
f109591943,cornelia,susan,rhoads,f,30,25/5/1988, 16  marina  boulevard ,larrakeyah,0820,nt, 08  0740  0834 ,cornelia13@hotmail.com,married,2018-7-31t18:03+00:00,manager,107500.0,a27c490ad5a1355c5ed57b5b43c88c52,11,2018-05-05t02:18+00:00
c145632403,richard,john,mcpherron,m,36,17/1/1982, 19  centre  avenue ,werribee,3030,vic, 03  7039  2108 ,lnbkeqtafh@gmail.com,not-married,2018-7-31t22:23+00:00,health-support-worker,30000.0,42bd0920877e9281cc7311b326606f84,15,2016-08-27t22:39+00:00
a141248165,debbie,smith,wiggins,f,31,2/8/1987, 202  new  west  road , port    lincoln ,5606,sa, 08  6904  3803 ,debbie76@mail.com,married-de-facto,2018-7-31t20:11+00:00,other-technician,58000.0,9cfbce68c2a87a9611ced1344c9d43c6,10,2016-10-22t21:26+00:00
g193999316,joseph,ronald,bryson,m,46,21/1/1972, 15  lunar  crescent ,vermont,3133,vic, 03  7674  6554 ,sjplnlbdhs@aol.com,married,2018-7-31t04:44+00:00,manager,222100.0,926f45a2c82afcdef9e8a109e1686022,27,2018-03-27t05:11+00:00
i192832452,narendra,blaine,barrett,m,37,12/1/1981, rangeview  road  gin    gin  4671  qld ,,,, 07  7943  1538 ,jrkmkapfse@gmail.com,married,2018-7-31t12:50+00:00,other-technician,126600.0,9ccf113bbc567971ec20ee8181f84931,18,2018-03-05t14:21+00:00
i166275606,brett,lee,grant,m,36,31/5/1982, 18  ranelagh  crescent , south    perth ,6151,wa, 08  3693  6495 ,brett.grant@hotmail.com,married,2018-7-31t19:24+00:00,automotive-worker,56700.0,12a21132723349c9c7e0d3efc65817c1,17,2018-02-03t04:54+00:00
h136742978,gerald,wayne,sykes,m,45,15/3/1973, 8  elizabeth  court ,mallacoota,3892,vic, 03  0399  8100 ,gerald49@aol.com,separated,2018-7-31t23:26+00:00,other-clerical-worker,39600.0,e857dc1efd11ec1d91a9fc9b78362d7c,24,2016-10-18t16:53+00:00
h101131772,ray,paul,mclamb,m,31,24/2/1987, 8  malibu  court , mountain    creek ,4557,qld, 07  4559  8039 ,ray.mclamb@aol.com,married,2018-7-31t12:38+00:00,other-technician,91800.0,f0a3857dfb0fceaa7a651eed66a2099b,9,2015-11-15t18:43+00:00
a137967226,thomas,p,frantz,m,37,11/7/1981, 17  raymond  avenue ,punchbowl,2196,nsw, 02  9216  8701 ,frantz79@yahoo.com,married-de-facto,2018-7-31t21:06+00:00,other-technician,102400.0,fe9629f6381dce5d2876d5dad11f0bda,17,2017-01-03t22:30+00:00
g160811469,kay,dalane,lane,f,30,5/5/1988, 50  gainsborough  street ,moorooka,4105,qld, 07  0682  3903 ,kay.lane@mail.com.au,married,2018-7-31t15:59+00:00,health-professional,60800.0,27880ba41559a405f21fa6d8e18cd58d,11,2018-02-13t11:30+00:00
a190018354,lynlee,rose,howard,f,21,14/6/1997, 132  merlnura  street ,galiwinku,0822,nt, 08  1850  2913 ,dpqndsmpkj@gmail.com,married,2018-7-31t19:40+00:00,other-technician,51000.0,90277db2f16b99b5a5b24d87520dc1dc,2,2018-02-15t04:53+00:00
g105004349,joshua,dale,graham,m,33,30/4/1985, power  road , humpty    doo ,0836,nt, 08  9736  9143 ,graham41@gmail.com,married,2018-7-31t23:03+00:00,manager,164400.0,94ed5e589f1d66e1d09d371e055d8588,14,2018-06-24t02:17+00:00
h178601534,ricky,michael,campbell,m,27,11/5/1991, 18  griffith  place , alice    springs ,0870,nt, 08  0456  5213 ,campbell69@hotmail.com,married,2018-7-31t12:26+00:00,looking-for-employment,1200.0,ebfc3d65ee192e11787cc8f43f51d03a,7,2017-04-19t11:12+00:00
h153674152,bruce,paul,wray,m,22,19/11/1996, 3  hughes  avenue ,kensington,5068,sa, 08  1902  5561 ,wray.bruce@gmail.com,divorced,2018-7-31t20:02+00:00,ict-technician,76300.0,faff4559b627b99a2537a8c3465e93f1,3,2018-02-12t11:24+00:00
a118274547,linda,faye,price,f,20,25/10/1998, 25  hut  street ,whittlesea,3757,vic, 03  8777  8829 ,qboqqhrjlg@yahoo.com,married,2018-7-31t11:04+00:00,farm-worker,5300.0,dcc840583dd25af5adedc0ba96f80b89,1,2018-01-24t23:23+00:00
d137575602,william,richard,buxton,m,21,7/5/1997, 22  davoren  circuit ,moulden,0830,nt, 08  0516  5564 ,buxton.william@hotmail.com,married,2018-7-31t11:04+00:00,ict-technician,74400.0,b04c6bb427c79d44da31b2d3570cb2f4,2,2018-06-08t22:22+00:00
g176715918,belnaid,demario,pittman,m,25,26/9/1993, 3  hare  place ,bonython,2905,act, 02  8732  7314 ,belnaid.pittman@aol.com,divorced,2018-7-31t08:42+00:00,other-technician,90100.0,63fe65f303ab254ad93f04fe52dbec61,6,2018-05-18t21:38+00:00
c175760661,bobby,harding,garcia,m,31,12/5/1987, 14  payne  street , west    wollongong ,2500,nsw, 02  5073  1044 ,bobby9@yahoo.com,married,2018-7-31t05:51+00:00,ict-technician,84900.0,dd932a882ac11b1b5d180f4c1662622d,12,2018-06-21t07:12+00:00
f176297443,hattie,carol,sullivan,f,24,26/7/1994, 1  ritchie  street , sans    souci ,2219,nsw, 02  1125  6602 ,sullivan42@aol.com,married-de-facto,2018-7-31t06:39+00:00,engineering-worker,26200.0,62ad8b4aa94318af8c634e9cb4a42541,5,2018-01-25t09:21+00:00
c163313571,dayle,matthews,peters,f,38,6/27/1980, 139  mitchell  street ,larrakeyah,0820,nt, 08  2968  4796 ,peters50@hotmail.com,not-married,2018-7-31t17:02+00:00,art-media-professional,55000.0,4f8518c8e43716faab13ff1cf6087b1c,19,2018-06-08t21:52+00:00
c106146993,william,vernon,sumner,m,66,11/18/1952, 109  elouera  road ,cronulla,2230,nsw, 02  3098  4755 ,eokseihllg@hotmail.com,married-de-facto,2018-7-31t17:27+00:00,other-labourer,21700.0,982b5a8fd89c80198e984a8274732ff3,46,2017-11-13t14:57+00:00
f168143373,jorge,payton,ramos,m,23,24/6/1995, 11  edward  street ,ryde,2112,nsw, 02  0072  9235 ,jorge41@aol.com,not-married,2018-7-31t02:02+00:00,part-time-worker,5600.0,f6ddcf977126ed1fac0693e81be10a9b,4,2018-03-07t06:01+00:00
h182219821,eugenia,denise,wiles,f,46,10/2/1972, 515  boronia  road  wantirna  3152  vic ,,,, 03  1676  9496 ,wiles.eugenia@mail.com.au,widowed,2018-7-31t10:08+00:00,ict-professional,68600.0,6962b191487dabb30401878287e7e498,26,2017-02-15t15:15+00:00
c191880212,aaron,james,rossi,m,33,17/7/1985, 12  alabama  avenue ,bexley,2207,nsw, 02  2853  0729 ,aaron.rossi@aol.com,not-married,2018-7-31t21:35+00:00,art-media-professional,106300.0,37b20f503d1a1593abe322f2a67e1b77,12,2016-07-09t08:15+00:00
b148068722,elizabeth,tyelisa,scheck,f,24,3/7/1994, 9  redross  court ,armadale,6112,wa, 08  1367  4867 ,scheck.elizabeth@aol.com,married-de-facto,2018-7-31t01:04+00:00,secretary,12100.0,3e0d27d7a028d3321ebf784a860c3593,5,2018-03-15t11:25+00:00
f164261798,betty,leigh,percy,f,29,23/9/1989, 54  lakemba  street ,belmore,2192,nsw, 02  9494  8977 ,percy74@mail.com,married,2018-7-31t23:06+00:00,ict-professional,65200.0,320f8d2c61ea071ba9b4dd7c84c2d2d0,8,2016-08-14t18:31+00:00
c137525526,michael,montoya,webb,m,53,30/10/1965, 23  foxhill  court ,carrara,4211,qld, 07  9857  9899 ,michael76@mail.com.au,not-married,2018-7-31t19:02+00:00,taxi-driver,17500.0,33d25c7074c856d3ce4ebf12b6b60333,34,2018-05-14t06:44+00:00
a193220501,lillie,jane,chestnut,f,44,10/9/1974, wimbledon  circuit ,carseldine,4034,qld, 07  2723  9458 ,lillie59@mail.com.au,married,2018-7-31t08:26+00:00,legislator,130300.0,86a624e174498582785c74ef54c346e7,22,2015-04-08t12:52+00:00
b116978064,marnie,nichelle,brandon,f,33,20/1/1985, 9  cattleya  close ,edmonton,4869,qld, 07  2651  7089 ,marnie90@aol.com,not-married,2018-7-31t12:19+00:00,other-service-worker,18500.0,8692f46e1b0159224b86346051849f5f,14,2018-05-18t14:46+00:00
e195537142,george,oneil,anderson,m,47,9/12/1971, 77  park  avenue , sunnybank    hills ,4109,qld, 07  9976  4446 ,george89@gmail.com,married,2018-7-31t21:15+00:00,education-professional,177300.0,4ac1b92cc5cb76eeb1a6ea7134471eb6,28,2018-04-10t14:39+00:00
h147625056,faynell,nichole,johnson,f,22,24/6/1996, 5  taroom  street ,wishart,4122,qld, 07  2949  2818 ,obtrlrjafj@aol.com,divorced,2018-7-31t14:02+00:00,other-technician,53500.0,03bfdc3e4c0248315e5f4d017a556639,3,2018-02-14t16:02+00:00
b108435388,glenda,bullard,driver,f,41,13/10/1977, riversdale  goolma  2852  nsw ,,,, 02  9618  3823 ,driver26@hotmail.com,not-married,2018-7-31t09:09+00:00,ict-technician,72900.0,826240c6a8a9d8f5ef7df1eb3f6193ed,20,2016-12-15t03:30+00:00
g115420017,bernard,floyd,boyette,m,42,28/10/1976, 33  jefferson  street ,bairnsdale,3875,vic, 03  6494  2411 ,boyette.bernard@gmail.com,not-married,2018-7-31t10:09+00:00,chief-executive,114100.0,d2f7549d92bc6c8c325fe47e50b301e3,23,2018-01-03t19:50+00:00
g171151874,john,covington,burke,m,31,12/11/1987, 20  clara  court , alice    springs ,0870,nt, 08  7655  3044 ,jonomjhekq@mail.com.au,married,2018-7-31t21:53+00:00,ict-technician,79300.0,457de248bfd20f7645e4fb3b40aec90d,12,2018-02-10t05:05+00:00
e132440313,mary,barnhill,anderson,f,37,10/11/1981, 107  palomino  road , tamborine    village ,4270,qld, 07  2042  6829 ,ortegltsqi@aol.com,married-de-facto,2018-7-31t23:41+00:00,engineering-worker,28600.0,795567d274453be4247f8d71dce2cc1a,15,2015-08-12t05:06+00:00
i178635361,wendell,Mr,goodman,m,40,9/21/1978, 3  bloomfield  avenue ,greenwith,5125,sa, 08  2875  5064 ,wendell.goodman@aol.com,not-married,2018-7-31t20:50+00:00,ict-professional,127900.0,f899196503115804a322de14aee2014d,21,2018-01-23t11:54+00:00
i144191878,jerrick,g,mccart,m,29,15/8/1989, wheatley  coast  road ,quinninup,6258,wa, 08  0370  6748 ,jerrick.mccart@hotmail.com,married,2018-7-31t15:14+00:00,other-technician,91700.0,8085f0571555b05c0bfdde803f2d6328,10,2018-04-18t09:22+00:00
c168971265,jorga,difazio,fuller,f,28,26/2/1990, 2  christopher  crescent ,gorokan,2263,nsw, 02  2764  2332 ,fuller95@aol.com,married,2018-7-31t15:29+00:00,health-professional,51900.0,561ef3073206ef423014022d15fc8f1c,1,2010-09-07t17:42+00:00
d151751992,hattie,constancia,chaney,f,36,22/10/1982, 1  alice  street ,montello,7320,tas, 03  3297  4075 ,chaney43@mail.com,not-married,2018-7-31t10:26+00:00,other-technician,50100.0,8670ecbab789e57a62ef3b6e8fc70ca1,9,2010-10-09t24:41+00:00
d176088773,alexis,alfred,hargis,m,29,22/8/1989, 599  bunnerong  road ,matraville,2036,nsw, 02  7740  8706 ,ftdcdktghc@aol.com,divorced,2018-7-31t01:44+00:00,legal-professional,97600.0,73b801c402df2bf3fe6bb7a9b54b9f7d,9,2017-06-05t23:58+00:00
c117821073,brittany,meredith,kingsley,f,26,20/10/1992, 8  fryer  place ,fadden,2904,act, 02  1902  6894 ,kingsley45@aol.com,separated,2018-7-31t08:41+00:00,other-technician,61500.0,9517bc1e11459020963836baf16040ea,7,2018-02-09t05:33+00:00
h176127190,paul,taj,sherman,m,32,27/7/1986, 10  lytton  street ,kew,3101,vic, 03  0997  0689 ,sherman59@yahoo.com,married,2018-7-31t08:10+00:00,legal-professional,103300.0,d35d8d492ea2b66aba3b10bdafe0853c,9,2014-07-01t18:54+00:00
h122266919,johnny,n,devore,m,40,13/11/1978, 19  hill  street , kangaroo    flat ,3555,vic, 03  3550  7163 ,devore93@hotmail.com,married-de-facto,2018-7-31t18:19+00:00,education-professional,95100.0,f6ed0809c09a4009a6cd8da135336da2,21,2018-02-23t05:34+00:00
b170301595,pilar,wilson,sikmani,f,40,20/10/1978, 18  willow  grove ,corrimal,2518,nsw, 02  2390  7269 ,pilar.sikmani@mail.com,divorced,2018-7-31t08:31+00:00,legislator,104600.0,cc4d221335d16bba14a23c76d080856c,21,2018-05-21t04:11+00:00
i110910731,judon,james,shepherd,m,20,13/2/1998, 50  cook  street ,muswellbrook,2333,nsw, 02  4030  5734 ,judon32@hotmail.com,not-married,2018-7-31t14:13+00:00,un-employed,1100.0,b0d38e4492a3cc9bb8f1070f920472ab,1,2018-03-03t14:02+00:00
h114335246,randoph,f,gifford,m,18,21/6/2000, 100  altona  street ,kensington,3031,vic, 03  6906  5880 ,randoph.gifford@hotmail.com,n/a,2018-7-31t01:17+00:00,casual-worker,0,0a626e07c5c1612d9e065ccd95acc39a,1,2018-04-04t03:32+00:00
d143195260,nina,j,mitchell,f,30,17/2/1988, 42  brooks  street , oakleigh    south ,3167,vic, 03  3418  0797 ,mitchell97@hotmail.com,married-de-facto,2018-7-31t16:36+00:00,personal-assistant,15200.0,e0c988275110c8743f7316c8d52d12f8,9,2016-10-23t04:27+00:00
a138184925,suzanne,faye,randall,f,25,30/10/1993, 70  dixon  road , alice    springs ,0870,nt, 08  5971  9137 ,suzanne20@gmail.com,married-de-facto,2018-7-31t08:22+00:00,casual-worker,3200.0,724b08fe476400d0263a182d87a2c2b2,6,2018-06-06t04:06+00:00
e147047866,curtis,perry,ball,m,55,15/2/1963, 29  lucich  street ,kelmscott,6111,wa, 08  0004  8066 ,infjsended@yahoo.com,not-married,2018-7-31t12:03+00:00,ict-technician,102100.0,afa147ae5d1b9298aaf4658eba5f4e92,35,2017-08-17t19:28+00:00
b103727015,donald,william,brown,m,24,27/3/1994, 3  bogart  drive ,katherine,0850,nt, 08  1493  1585 ,donald.brown@gmail.com,separated,2018-7-31t16:31+00:00,general-manager,105400.0,3521a2cd5740378cb539b3c4a74cd1e1,5,2018-06-15t05:01+00:00
g176455405,kamesha,surdi,smith,f,25,17/3/1993, vortilla  court ,oakford,6121,wa, 08  3416  3689 ,smith.kamesha@aol.com,separated,2018-7-31t10:42+00:00,construction-worker,25800.0,4b8d80bbc2bda973582b38a1de3d7ce2,6,2018-02-17t14:51+00:00
i169228367,deondre,tulio,zorzi,m,41,8/10/1977, 364  beaconsfield  parade , st    kilda ,3182,vic, 03  2217  7813 ,zorzi49@gmail.com,married,2018-7-31t17:57+00:00,carer,51700.0,3bba8049a809eb67e869c064b4650f63,22,2018-03-08t04:50+00:00
f185724340,keith,francis,kaufman,m,59,9/2/1959, 18  mourilyan  road ,innisfail,4860,qld, 07  5519  9639 ,ortgscfsjl@gmail.com,not-married,2018-7-31t10:45+00:00,ict-technician,185200.0,88cadf0783000decdad445b32f67cc95,36,2014-11-05t14:20+00:00
f142396958,manly,holden,hunter,m,21,10/7/1997, 38  gunyah  road ,wilmington,5485,sa, 08  3422  1837 ,manly76@mail.com,married-de-facto,2018-7-31t08:34+00:00,un-employed,1200.0,9a320f07f5fb5c8c7f0b7d66e128c81c,2,2018-01-08t12:02+00:00
f176226709,dawn,gordon,andrews,f,32,2/9/1986, 14  french  street ,kogarah,2217,nsw, 02  6334  6677 ,grioeqhoeq@mail.com.au,married,2018-7-31t13:06+00:00,ict-technician,69700.0,b2d757d649a0619248b4480a14a2a0f2,13,2018-03-06t06:28+00:00
a118537506,charles,lewis,hammiel,m,34,12/8/1984, 71  jennings  street ,matraville,2036,nsw, 02  3258  3606 ,charles.hammiel@gmail.com,married-de-facto,2018-7-31t24:47+00:00,health-professional,121700.0,ec614c6b177bb492ac7f84570ea607c2,15,2018-06-23t19:47+00:00
a123396887,jerry,hundley,meares,m,39,5/3/1979, riverview  court ,jindabyne,2627,nsw,jerry77@yahoo.com,,not-married,2018-7-31t14:47+00:00,general-manager,137700.0,9331cc831fded1ad33bd5fa22d9f8d41,16,2014-02-11t19:20+00:00
a165973025,carli,grace,armstrong,f,36,1/9/1982, 1  gooding  street , yallourn    north ,3825,vic, 03  9530  7629 ,oersihlhjc@gmail.com,not-married,2018-7-31t02:40+00:00,ict-professional,53900.0,3dfdf1db99ab85cc26eafe8a7eefe5df,16,2017-08-12t10:53+00:00
e189046847,richard,arnold,leary,m,55,23/9/1963, 5  hardy  road ,berrimah,0828,nt, 08  7709  3625 ,richard90@mail.com,married,2018-7-31t06:01+00:00,other-technician,78200.0,dd35f1dd3f9e1738cac68e7a00344768,36,2018-02-07t15:30+00:00
d131632770,raymond,miguel,zachow,m,32,23/11/1986, 124  burrum  street , burrum    heads ,4659,qld, 07  8430  7371 ,zachow47@hotmail.com,married-de-facto,2018-7-31t14:34+00:00,other-worker,61600.0,d796e963298146890d5c6d36428d2b21,13,2018-05-18t22:42+00:00
c167464631,willie,Mr,jarvis,m,44,1/6/1974, 87  cooper  street ,maroubra,2035,nsw, 02  2683  4684 ,hlobatmgkc@mail.com.au,married-de-facto,2018-7-31t03:58+00:00,engineering-worker,67100.0,bc6e6dd0b4ec310e9484710613d25cfa,23,2016-08-26t15:22+00:00
a140227660,jonathan,ray,barnett,m,34,4/8/1984, 7  justina  close , vermont    south ,3133,vic, 03  0064  4792 ,metriscopg@hotmail.com,married,2018-7-31t24:12+00:00,other-technician,79300.0,ec77bec8e2e912d782ab1c4f47b16310,13,2016-04-17t14:02+00:00
i111835797,gary,everett,poole,m,26,22/7/1992, 14  oxford  court ,sydenham,3037,vic, 03  5401  8919 ,gary.poole@mail.com,married,2018-7-31t17:31+00:00,machinary-driver,12800.0,7dde9b11017cb8c4728216b9827b9054,7,2018-05-13t05:23+00:00
b153953545,douglas,keith,darby,m,42,2/9/1976, 56  glebe  place ,penrith,2750,nsw, 02  6858  9319 ,liarleoogr@yahoo.com,separated,2018-7-31t05:10+00:00,chief-executive,172600.0,b4d929d22d4e8c03c4676f4e8a68e491,23,2018-01-12t07:10+00:00
b175504690,richard,bernard,alexander,m,37,8/11/1981, 33  wearing  crescent ,karama,0812,nt,alexander45@gmail.com,,married,2018-7-31t12:01+00:00,other-service-worker,39600.0,a742e5b846990d427e64656f42eb6062,5,2005-06-26t12:16+00:00
b130721181,william,t,smith,m,29,23/5/1989, 77  alligator  creek  road , alligator    creek ,4816,qld, 07  6406  1384 ,william.smith@gmail.com,married,2018-7-31t02:05+00:00,other-service-worker,33300.0,041c16bb38b471ad54b088de365e6f45,10,2018-04-11t19:29+00:00
i128583432,anjum,craig,Mr,m,51,16/4/1967, 13  nelson  street ,smithton,7330,tas, 03  0345  9193 ,anjum.frazier@mail.com,married-de-facto,2018-7-31t16:09+00:00,looking-for-employment,1900.0,07fe0160fdb66a7dbc00a9e9b8a52fdf,27,2013-05-22t03:54+00:00
d109712746,bernard,jay,huneycutt,m,34,17/3/1984, 54  beale  crescent , fairfield    west ,2165,nsw, 02  8226  5711 ,bernard38@mail.com.au,divorced,2018-7-31t05:36+00:00,construction-worker,55700.0,db9706e82e9f044ee4dc5d4a58b919d4,15,2018-05-11t03:51+00:00
g171365827,phillip,wayne,martin,m,32,5/12/1986, 21  wyuna  crescent , ballina    east ,2478,nsw, 02  0403  1554 ,phillip.martin@hotmail.com,married,2018-7-31t14:20+00:00,other-technician,71400.0,7581c6e501b100d9345712805a59e65e,1,2006-11-09t13:07+00:00
b125107750,christopher,joseph,kubler,m,27,8/10/1991, christensens  road ,palmwoods,4555,qld, 07  2974  1336 ,pcgoposdlf@gmail.com,married,2018-7-31t09:14+00:00,casual-worker,5200.0,9474222bd64d8e869892e4ffed3ee045,7,2017-01-08t21:17+00:00
c185786555,lola,f,duong,f,30,11/7/1988, 8  leydin  court ,darwin,0800,nt, 08  8435  2293 ,lola62@mail.com,married-de-facto,2018-7-31t10:17+00:00,ict-technician,69600.0,d52f14aa33867ae1e51183fde23427f2,11,2018-03-15t17:30+00:00
d188499721,joseph,gene,faggart,m,35,6/6/1983, 36  tottenham  road ,gagebrook,7030,tas, 03  2326  8453 ,dqtetrncha@mail.com,married,2018-7-31t13:13+00:00,ict-technician,107400.0,ad8d570295148497596cc81666fb5589,16,2018-06-19t22:36+00:00
b182318913,sharon,janine,crowder,f,35,14/12/1983, 29  warringah  street , everton    park ,4053,qld, 07  9909  1497 ,crowder75@mail.com,married,2018-7-31t04:26+00:00,ict-technician,71800.0,815bb2752399bb528747aedb73b2177a,16,2018-03-25t18:09+00:00
g143360796,malik,joseph,nunn,m,28,20/7/1990, 134  hill  road ,runcorn,4113,qld, 07  2672  6076 ,nunn.malik@mail.com,married-de-facto,2018-7-31t04:01+00:00,art-media-professional,87900.0,91be944ca1bde99b0e083a80ec40eab7,7,2016-08-12t24:56+00:00
i124277129,anne,bradley,harris,f,12,18/8/2006, 235  stuarts  point  road ,yarrahapinni,2441,nsw, 02  8792  3744 ,harris35@mail.com.au,n/a,2018-7-31t07:14+00:00,n/a,0,n/a,0,2018-04-17t10:36+00:00
e144974643,dana,catherine,brock,f,24,26/3/1994, 68  grantson  street ,windsor,4030,qld, 07  3637  5920 ,brock.dana@gmail.com,married-de-facto,2018-7-31t07:01+00:00,ict-professional,60400.0,5c37721cb65a38b12ecaa4dca90b5257,5,2018-03-02t11:57+00:00
d131382165,jeffrey,wayne,duffy,m,46,8/7/1972, endeavour  street ,cooktown,4871,qld, 07  7077  8603 ,jeffrey41@hotmail.com,not-married,2018-7-31t21:45+00:00,clerical-worker,42700.0,ad401f81f65567211e7765c1457c51a8,27,2018-04-08t04:44+00:00
e103152233,brian,marquise,dolbow,m,43,21/5/1975, 39  radnor  road ,galston,2159,nsw, 02  4071  0432 ,dolbow76@mail.com.au,married,2018-7-31t17:56+00:00,legal-professional,109300.0,392388ca7764a10ce9883b5182207b55,21,2015-12-01t08:34+00:00
c192877665,joyce,melinda,mckeown,f,31,6/9/1987, 6  marshall  street ,cherbourg,4605,qld, 07  9475  0827 ,joyce.mckeown@mail.com,not-married,2018-7-31t15:20+00:00,ict-technician,50000.0,eb2dbaeb2bab941321f38eff49385e21,12,2018-03-20t20:10+00:00
f107114732,stefanie,elouise,howman,f,28,6/1/1990, 21  lynesta  avenue ,fairfield,2165,nsw, 02  7535  4825 ,stefanie.howman@mail.com,married,2018-7-31t20:41+00:00,ict-technician,57300.0,d512c1994e81071e7d32db959a34b2d7,8,2017-07-07t10:26+00:00
a190935049,christopher,keith,russell,m,27,6/5/1991, 1  poinciana  avenue , stanage    bay ,4702,qld, 07  4442  2853 ,christopher.russell@yahoo.com,not-married,2018-7-31t07:13+00:00,shop-assistent,5400.0,049fd32b5a21de81c64b024bb5730ca8,8,2018-04-10t17:53+00:00
g175059442,brian,tennel,harris,m,68,25/6/1950, 11  wisewould  avenue ,seaford,3198,vic, 03  3310  0259 ,fllbpdabef@hotmail.com,married,2018-7-31t20:20+00:00,ict-technician,159600.0,8a812e2aabc847ceaa7895ce9ba7fff7,49,2018-06-07t16:31+00:00
h129424164,joan,louise,warren,f,44,27/7/1974, wallins  road ,kuttabul,4741,qld, 07  7605  4312 ,retcbhphot@aol.com,married,2018-7-31t02:39+00:00,ict-technician,74700.0,ceffeb345fe643e9eb3eb69267a38b12,16,2009-09-22t14:40+00:00
h141114494,james,cary,harlick,m,48,16/1/1970, 90  strickland  terrace ,graceville,4075,qld, 07  1665  2714 ,bklcsklbgp@mail.com,married-de-facto,2018-7-31t17:14+00:00,automotive-worker,92700.0,cef806deaf33436c192750fc388f9c6b,29,2018-05-12t15:08+00:00
i103138068,margaret,irene,holmes,f,38,11/12/1980, 2  kuru  court ,brinkin,0810,nt, 08  1319  0684 ,holmes86@yahoo.com,married,2018-7-31t03:20+00:00,engineering-worker,28900.0,5c96933041d3ab89836a98bc99421915,19,2018-01-16t08:35+00:00
i190761301,jennifer,june,utley,f,51,16/11/1967, 4  forde  place ,chisholm,2905,act, 02  4504  3181 ,utley50@yahoo.com,married,2018-7-31t05:31+00:00,ict-technician,57500.0,bb982a8327f03105faefc07391617418,28,2014-01-19t20:07+00:00
f162601029,eian,stanley,luebchow,m,50,3/5/1968, 21  bellevue  road ,figtree,2525,nsw, 02  5981  3607 ,rfbarpkhqh@gmail.com,not-married,2018-7-31t03:13+00:00,ict-technician,125300.0,05d80b12559d6e0b6eeb76a33c009fdb,30,2017-11-23t19:26+00:00
e160461823,brian,thomas,kindl,m,34,22/4/1984, 18  inskip  street , ocean    grove ,3226,vic, 03  0224  9039 ,brian57@hotmail.com,widowed,2018-7-31t13:45+00:00,other-worker,81100.0,611ac30c8623b5c7ef1b685a937f3e98,15,2018-04-21t09:58+00:00
g189857823,marvin,avin,dunbar,m,49,7/7/1969, 36  harm  street ,murgon,4605,qld, 07  0310  6173 ,dunbar.marvin@yahoo.com,married-de-facto,2018-7-31t13:19+00:00,construction-labourer,23000.0,c04ba44bb2ed671a33e919836b7c39a9,30,2018-04-05t15:24+00:00
g104432830,martin,palathinkal,callands,m,42,23/9/1976, 7  valencia  street ,greenacre,2190,nsw, 02  7165  6367 ,callands.martin@hotmail.com,divorced,2018-7-31t07:30+00:00,education-professional,130600.0,5e7b56d42574ea3ab110b35462c88046,21,2016-09-18t22:14+00:00
g176950920,william,james,holloman,m,35,29/7/1983, 1  berrico  place ,bangor,2234,nsw, 02  9911  7565 ,mcrmahnnpf@yahoo.com,not-married,2018-7-31t07:42+00:00,general-manager,168100.0,d45ed91da9dbd8579d253254c81938b0,16,2018-01-04t10:13+00:00
h124206964,sharon,dolce,howie,f,30,10/2/1988, 1  bolivia  street ,cabramatta,2166,nsw, 02  1917  1494 ,howie77@hotmail.com,married,2018-7-31t19:54+00:00,factory-worker,6500.0,2ccbf87af2177015ca1e842063144c95,10,2017-08-06t09:09+00:00
d192265549,morgan,frances,lisenby,f,29,23/5/1989, 7  farrell  street ,hebersham,2770,nsw, 0637  5310 ,lisenby69@gmail.com,married-de-facto,2018-7-31t22:44+00:00,other-worker,20300.0,23d409d402df80476a9ee31e2e1a18e3,9,2017-06-08t24:46+00:00
g199741469,dana,gale,strickland,f,23,24/7/1995, 4  stower  street ,blackwater,4717,qld, 07  0154  6316 ,dana41@yahoo.com,married-de-facto,2018-7-31t21:35+00:00,ict-technician,50900.0,0e0d64564036a0f54528ab48d49ea070,4,2018-03-25t09:52+00:00
i186811511,renee,alexandria,crumbley,f,18,4/6/2000, 6  cook  street , north    haven ,2443,nsw, 02  8957  1469 ,crumbley80@aol.com,n/a,2018-7-31t12:30+00:00,casual-worker,0,7f8a321421daeede0862cda35cf9b1e7,1,2018-02-24t10:04+00:00
a146114551,jacqueline,lynn,showalter,f,20,27/2/1998, 1  finch  street ,thomastown,3074,vic, 03  0040  0334 ,jacqueline.showalter@aol.com,not-married,2018-7-31t11:38+00:00,other-technician,53200.0,82298cc8175f854f415ec426a5797536,1,2018-04-10t18:16+00:00
d128535510,gaye,ashley,hungerford,f,46,9/3/1972, 68  wickham  street ,ayr,4807,qld, 07  0078  1758 ,gaye59@yahoo.com,not-married,2018-7-31t16:21+00:00,ict-technician,71500.0,d18c6133b2d49524fc863ca5f1608dd6,27,2018-02-08t01:53+00:00
